experiment,episode_key,time_s,failure_probability,mttf_h,joint_travel_rad,move_time_s
smolvla_standard,demo_000043,26.168503016000003,5.68572545281539e-07,12784.694948936993,4.971722796099999,7.314496656999999
smolvla_standard,demo_000044,27.260769546,5.911136662836492e-07,12810.452813229598,4.932020681800001,10.369281659
smolvla_standard,demo_000045,28.460673144999998,6.047452151853018e-07,13072.844414559242,5.0774601681,10.143863262
smolvla_standard,demo_000046,26.387504255000003,5.644842828874822e-07,12985.056252969513,5.0330016848,9.356212511
smolvla_standard,demo_000047,27.017746177,5.762891541703719e-07,13022.850095517348,5.114970015,9.607917060999998
smolvla_standard,demo_000048,33.413528735999996,7.09979818611845e-07,13072.952160000064,5.626912923899999,14.920232411999999
smolvla_standard,demo_000049,28.224981349,6.008823948091322e-07,13047.927890195737,5.55183408,11.426670536000001
smolvla_standard,demo_000050,27.452088414000002,5.875789623241891e-07,12977.962545312039,5.2928820573,10.658131276
smolvla_standard,demo_000051,27.950309023,5.894032797941109e-07,13172.597837355286,5.237641680000001,11.133462873
smolvla_standard,demo_000052,30.706474273,6.433687415740891e-07,13257.674597750325,5.4376869722,9.475998161
smolvla_standard,demo_000053,31.647129688,6.72369254177269e-07,13074.461920342512,5.510604960399999,14.206867666
smolvla_standard,demo_000054,34.854383991999995,7.369662304432047e-07,13137.331013368957,4.924970076399999,21.957279598
smolvla_standard,demo_000055,28.621948736999997,6.021079839357778e-07,13204.506454735565,6.387345912699999,12.230519660999999
smolvla_standard,demo_000056,26.428937588,5.641155025293248e-07,13013.947112653754,5.3136746737,9.387859127
smolvla_standard,demo_000057,23.761398825,5.065012287199743e-07,13031.334301188166,5.085985613799999,7.763741147999999
smolvla_standard,demo_000058,27.215158260000003,5.828170976454914e-07,12971.074357607029,4.998434062,9.576534308
smolvla_standard,demo_000059,28.534321615,5.910659921550872e-07,13410.005352169337,5.605048333699999,10.514548927
smolvla_standard,demo_000060,25.686080518,5.555110259611918e-07,12844.06565533636,5.515606147700001,9.829749358
smolvla_standard,demo_000061,27.279064133000002,5.660836691643042e-07,13385.8575520403,5.7524354096,11.172267659000001
smolvla_standard,demo_000062,25.821808050999998,5.484726940095062e-07,13077.628918347476,5.3657128938,7.757325952
smolvla_standard,demo_000063,27.482845354,5.978081093318733e-07,12770.186813884704,5.5708706244,11.263902835
smolvla_standard,demo_000064,24.738196031,5.133268513311101e-07,13386.635110010297,5.3783048993,10.523175528
smolvla_standard,demo_000065,27.171261313,5.74785075548894e-07,13131.11723777762,5.753220808000001,10.41560151
smolvla_standard,demo_000066,28.358567789,6.050866368670608e-07,13018.594289673218,5.818254035300001,9.527678212
smolvla_standard,demo_000067,26.563856135,5.707288361202574e-07,12928.813154742777,5.705010851199999,10.621259791
smolvla_standard,demo_000068,28.89114782,6.315719061435702e-07,12706.892192427355,5.5092739179,10.378179401
smolvla_standard,demo_000069,28.576329111,6.008034770179988e-07,13212.085279361767,5.5510094981,9.170794299
smolvla_standard,demo_000070,27.535897112999997,5.959202696496785e-07,12835.371421396478,4.598233191499999,7.82708359
smolvla_standard,demo_000071,27.092161941,5.827915743891291e-07,12913.019527212522,4.6038783059,6.100712485
smolvla_standard,demo_000072,34.628674064,7.596863214383143e-07,12661.90175455325,4.6520644594,14.123429718
smolvla_standard,demo_000073,34.713758291,7.330079198521462e-07,13154.983092224706,3.5946869858,31.350184893999998
smolvla_standard,demo_000074,31.789325847999997,6.860133463441836e-07,12872.002012724683,4.513484908700001,11.705795956
smolvla_standard,demo_000075,34.128147389999995,7.271733802450994e-07,13036.832232937631,5.1747815935000006,13.073586026
